name,pages,extinct,gif,special,obtain
Love charm,armor/shields,0,photo/armor60/lovecharm.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Love rune,armor/handitems,0,photo/armor60/loverune.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Lovely fairy fan,weapons/fans,0,,None,"Sept. 11, 2002 Event"
Lucent diamond,armor/subaccessory,0,photo/armor60/lucentdiamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
Lucky coin,armor/handitems,0,photo/armor60/luckycoin.gif,Break on Death,Rabbit Item Boss Special Info: Break on Death
Lucky rabbits foot,items/drops|items/woodlandsitems,0,photo/items60/luckyrabbitsfoot.gif,,Woodlands Rabbit Cave
Lucky silver coin,armor/handitems,0,photo/armor60/luckysilvercoin.gif,Break on Death,Sheep Item Boss Special Info: Break on Death
Luxury amber bracelet,armor/handitems,0,photo/armor60/luxuryamberbracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Luxury dark bracelet,armor/handitems,0,photo/armor60/luxurydarkbracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Luxury white bracelet,armor/handitems,0,photo/armor60/luxurywhitebracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Luxury yellow bracelet,armor/handitems,0,photo/armor60/luxuryyellowbracelet.gif,Jewelery,Obtained from Skilled+ jewellers Special Info: Jewelery
Macerated Diadem,armor/headitems,0,photo/armor60/macerateddiadem.gif,,Collected from boss drops in various events. Special Info:
Mages ward,armor/shields,0,photo/armor60/magesward.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Magic amulet,armor/handitems,0,photo/armor60/magicamulet.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Magic rune,armor/handitems,0,photo/armor60/magicrune.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Magic ward,armor/shields,0,photo/armor60/magicward.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Magical dust,armor/headitems,0,photo/armor60/magicaldust.gif,Break on Death / Unrepairable,Pig Item Boss Special Info: Break on Death / Unrepairable
Magical net,items/quests,0,photo/items60/magicalnet.gif,,Weave using 10 fine cloth and 1 red potion
Magical parchment,items/drops|items/woodlandsitems,0,photo/items60/magicalparchment.gif,,Woodlands Rabbit Cave
Magical texts,items/drops|items/woodlandsitems,0,photo/items60/magicaltexts.gif,,Woodlands Rabbit Cave
Magnetic JiPanEe Tai,weapons/spears,0,photo/weapons60/jipaneetai.gif,None,Event
Magnetic JiPanEe Xun,weapons/spears,0,photo/weapons60/jipaneexun.gif,None,Event
Magnificent Etched Blade,weapons/swords,0,photo/weapons60/etchedblade.gif,,
Magnificent Etched Scepter,weapons/spears,0,photo/weapons60/etchedspecter.gif,,
Magnificent Etched Spear,weapons/swords,0,photo/weapons60/etchedspear.gif,Obtained from Taik Pae Quest,Obtained from Taik Pae Quest
Magnificent Etched Staff,weapons/spears,0,photo/weapons60/etchedstaff.gif,Obtained from Taik Pae Quest,Obtained from Taik Pae Quest
Male songbok,armor/coataccessory,0,photo/armor60/malesongbok.gif,Used to be an armor but now is coat since november 2012. It still has the original stats.,"Obtained back in Yuri 82 when King Yuri died. Needed to donate between 1,000 and 50,000 coins to the Royal Tailor. Obtained along with a Bamboo and some karma. Donating contributed to the building of "
Malevolent Miasma,weapons/spears,0,photo/weapons60/malevolentmiasma.gif,Break on Death,Imp Boss
Malodorous fish,items/drops|items/vita,0,photo/items60/malodorousfish.gif,,River Ogres
Mantis claw,weapons/extinct|weapons/swords,1,photo/weapons60/blood.gif,One of a Kind,God Only
Masters ward,armor/shields,0,photo/armor60/mastersward.gif,Bonded,"Requires: 1 Scroll of invocation, 1 Sa san Surge, 500 Ri shards, 250 Xi shards, 100 Zen shards, 384,000 Coins Special Info: Bonded"
Maxcaliber,weapons/swords,0,photo/weapons60/maxcaliber.gif,Dropped by Skeleton Warrior in Kugnae Haunted House,Skeleton Warrior
Meat,items/shop,0,photo/items60/beef.gif,,Butcher shops
Meat scraps,items/shop,0,photo/items60/beef.gif,,Butcher shops
Medium amber ring,armor/handitems,0,photo/armor60/mediumamberring.gif,0,None Special Info: 0
Medium baekho ring,armor/handitems,0,photo/armor60/mediumbaekhoring.gif,0,None Special Info: 0
Medium chung ryong ring,armor/handitems,0,photo/armor60/mediumchungryongring.gif,0,None Special Info: 0
Medium dark ring,armor/handitems,0,photo/armor60/mediumdarkring.gif,0,None Special Info: 0
Medium fish,items/crafts|items/crafts|items/crafts|items/vita,0,photo/items60/fish.gif,,Fishing
Medium hyun moo ring,armor/handitems,0,photo/armor60/mediumhyunmooring.gif,0,None Special Info: 0
Medium ju jak ring,armor/handitems,0,photo/armor60/mediumjujakring.gif,0,None Special Info: 0
Medium white ring,armor/handitems,0,photo/armor60/mediumwhitering.gif,0,None Special Info: 0
Medium yellow ring,armor/handitems,0,photo/armor60/mediumyellowring.gif,0,None Special Info: 0
Melodic magic flute,armor/subaccessory,0,photo/armor60/magicflute.gif,None,Tree of Reflections Event Special Info: None
Melon sarong,armor/coataccessory,0,photo/armor60/melonsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Melon sarong slippers,armor/subaccessory,0,photo/armor60/melonsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Memory blossom,items/mana|items/shop,0,photo/items60/lifeblossom.gif,,Bohdi's Sanctum - Monk subpath area
Merchant armor,armor/peasantarmor,0,photo/armor60/merchantarmor.gif,None,Seams Special Info: None
Merchant helm,armor/headitems,0,photo/armor60/springhelm.gif,None,Smith Special Info: None
Merchant waistcoat,armor/peasantarmor,0,photo/armor60/merchantwaistcoat.gif,None,Seams Special Info: None
Mesh substratum membrane,armor/peasantarmor,0,photo/armor60/meshsubstratummembrane.gif,Break on Death,"Gather ""sub plates"" from crates in Hamgyong River Special Info: Break on Death"
Metal Orb,armor/handitems,0,photo/armor60/metalorb.gif,Bonded,Orb Quest Special Info: Bonded
Meteor fan,weapons/fans,0,,None,Leviathan Quest
Midnight broadsword,weapons/swords,0,photo/weapons60/midnightbroadsword.gif,,Bought with Pirate Coins from Library
Midnight cutlass,weapons/swords,0,photo/weapons60/midnightcutlass.gif,,Purchased with 100 Pirate Coins in Town libraries
Midnight sword,weapons/swords,0,photo/weapons60/midnightsword.gif,,Bought with Pirate Coins from Library
Midnight's reign,items/other,0,photo/items60/midnightsreign.gif,,Created by Druids
Might spear,weapons/carnageprize|weapons/spears|weapons/spears,0,photo/weapons60/longspear.gif,Break on Death,Heroes or Higher Carnage Prize
Mighty Etched Blade,weapons/swords,0,photo/weapons60/etchedblade.gif,,
Mighty Etched Spear,weapons/swords,0,photo/weapons60/etchedspear.gif,,Taek Pae Quest
Militant kallal,weapons/swords,0,photo/weapons60/kallal.gif,"Obtained in Hyul 1, Mongol Invasion",Unobtainable
Military fork,weapons/spears,0,photo/weapons60/militaryfork.gif,None,Maletic
Military polearm,weapons/spears,0,photo/weapons60/militarypolearm.gif,Can hit multiple targets / Does not take away invisible after hit / Cannot repair,Made only byLegendary carpenters
Miner's firm collar,armor/subaccessory,0,photo/armor60/minersfirmcollar.gif,Quest,Lost Mines Event 2013 Special Info: Quest
Miner's heavy collar,armor/subaccessory,0,photo/armor60/minersheavycollar.gif,Quest,Lost Mines Event 2013 Special Info: Quest
Miner's light collar,armor/subaccessory,0,photo/armor60/minerslightcollar.gif,Quest,Lost Mines Event 2013 Special Info: Quest
Miner's soft collar,armor/subaccessory,0,photo/armor60/minerssoftcollar.gif,Quest,Lost Mines Event 2013 Special Info: Quest
Miner's solid collar,armor/subaccessory,0,photo/armor60/minerssolidcollar.gif,Quest,Lost Mines Event 2013 Special Info: Quest
Miner's sturdy collar,armor/subaccessory,0,photo/armor60/minerssturdycollar.gif,Quest,Lost Mines Event 2013 Special Info: Quest
Mining shovel,items/crafts|items/shop,0,photo/items60/miningshovel.gif,,Shops
Minor Ironbreaker,weapons/swords,0,photo/weapons60/ironbreaker.png,BREAK ON DEATH.,2019 Lost Mines event
Minor Mindspire,weapons/spears,0,photo/weapons60/mindspire.gif,BREAK ON DEATH.,2019 Lost Mines event
Minor sea cutlass,weapons/swords,0,photo/weapons60/seacutlass.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Minor sea glaive,weapons/spears,0,photo/weapons60/seaglaive.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Minor sea rapier,weapons/swords,0,photo/weapons60/searapier.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Minor sea trident,weapons/spears,0,photo/weapons60/seatrident.gif,BREAK ON DEATH,Obtained by opening the Captain's chest in the Demolisher
Molghi bow,weapons/bows,0,,"Obtained from Maple in Rustic Santuary, Ranger subpath",Ranger Arena NPC
Molten blade,weapons/swords,0,photo/weapons60/moltenblade.gif,"Cannot repair, costs 6 fine metal and 4 Hot coal per attempt and can only be made once every 72 hours",Made by Legendary Smiths
Mongoose fan,weapons/fans,0,,None,Leviathan Quest
Monkey Coat,armor/coataccessory,0,photo/armor60/monkeycoat.gif,Wear this along with Monkey head piece to be able to Trick or Treat,Dropped Halloween Events spooks Special Info: Wear this along with Monkey head piece to be able to Trick or Treat
Moon armor,armor/roguearmor,0,photo/armor60/moonarmor.gif,Can be sold at Sya's shop in KaMing's encampment.,Moon armor quest Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon armor dress,armor/roguearmor,0,photo/armor60/moonarmordress.gif,Can be sold at Sya's shop in KaMing's encampment.,Moon armor quest Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon blouse,armor/roguearmor,0,photo/armor60/moonblouse.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Female Rogue Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Moon clothes,armor/magearmor,0,photo/armor60/moonclothes.gif,Can be sold at Sya's shop in KaMing's encampment.,Moon armor quest Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon dagger,weapons/swords,0,photo/weapons60/moondagger.gif,BREAK ON DEATH,"2017 Halloween Event ""Changmu town"""
Moon drapery,armor/poetarmor,0,photo/armor60/winterdrapery.gif,None,Special Info: None
Moon dress,armor/magearmor,0,photo/armor60/moondress.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Female Mage Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Moon garb,armor/magearmor,0,photo/armor60/moongarb.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Male Mage Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Moon gown,armor/poetarmor,0,photo/armor60/moongown.gif,Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Female Poet Armor Quest Special Info: Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Moon helm,armor/headitems,0,photo/armor60/moonhelm.gif,Can be sold at Sya's shop in KaMing's encampment.,Pig 2 Boss (Rare) Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon helmet,armor/headitems,0,photo/armor60/moonhelm.gif,Can be sold at Sya's shop in KaMing's encampment.,Pig 2 Boss (Rare) Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon mail dress,armor/warriorarmor,0,photo/armor60/moonmaildress.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Female Warrior Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Moon mantle,armor/poetarmor,0,photo/armor60/wintermantle.gif,None,Special Info: None
Moon paper,items/crafts|items/shop,0,photo/items60/moonpaper.gif,,"Buy in Kugnae, Baek's shop"
Moon powder,items/bombs,0,photo/items60/moonpowder.gif,,Arena Shops
Moon robes,armor/poetarmor,0,photo/armor60/moonrobes.gif,Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.,Male Poet Armor Quest Special Info: Bonded. Can be sold at SyaÃÂ¯ÃÂ¿ÃÂ½s shop in KaMingÃÂ¯ÃÂ¿ÃÂ½s encampment.
Moon scale mail,armor/warriorarmor,0,photo/armor60/moonscalemail.gif,Bonded. Can be sold at Sya's shop in KaMing's encampment.,Male Warrior Armor Quest Special Info: Bonded. Can be sold at Sya's shop in KaMing's encampment.
Moon skirt,armor/magearmor,0,photo/armor60/moonskirt.gif,Can be sold at Sya's shop in KaMing's encampment.,Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon sword,weapons/extinct|weapons/swords,1,photo/weapons60/moonblade.gif,Beta Weapon,Unknown
Moon tiger mail,armor/extinct|armor/warriorarmor,1,photo/armor60/moonwarplatemail.gif,Extinct,Extinct Special Info: Extinct
Moon tigress,armor/extinct|armor/warriorarmor,1,photo/armor60/moonmaildress-old.gif,Extinct,Extinct Special Info: Extinct
Moon waistcoat,armor/roguearmor,0,photo/armor60/moonwaistcoat.gif,Bonded. Can be sold at Sya' shop in KaMing's encampment.,Male Rogue Armor Quest Special Info: Bonded. Can be sold at Sya' shop in KaMing's encampment.
Moon war dress,armor/warriorarmor,0,photo/armor60/moonwardress.gif,Can be sold at Sya's shop in KaMing's encampment.,Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon war platemail,armor/warriorarmor,0,photo/armor60/moonwarplatemail.gif,Can be sold at Sya's shop in KaMing's encampment.,Special Info: Can be sold at Sya's shop in KaMing's encampment.
Moon wine,items/crafts|items/mana|items/shop|items/spells,0,photo/items60/moonwine.gif,,Potion Shops
Moonblade,weapons/swords,0,photo/weapons60/moonblade.gif,Dropped by Wicked Ghost,Wicked Ghost
Mountain ginseng,items/drops|items/shop|items/spells|items/vita,0,photo/items60/ginseng.gif,,Clan Shops
Mountain's champion,armor/handitems,0,photo/armor60/mountainschampion.gif,Break on Death,Dropped by Dhaulagiri. Special Info: Break on Death
Mountain's promise,armor/handitems,0,photo/armor60/mountainspromise.gif,Break on Death,Frozen Tundra Boss Special Info: Break on Death
mug's 50 left mug,armor/handitems,0,photo/armor60/mugsleftmug.gif,0,Obtained in mug's mug contest 2007 Special Info: 0
mug's 99 left mug,armor/handitems,0,photo/armor60/mugsleftmug.gif,0,Obtained in mug's mug contest 2007 Special Info: 0
mug's Ee left mug,armor/handitems,0,photo/armor60/mugsleftmug.gif,0,Obtained in mug's mug contest 2007 Special Info: 0
mug's Il left mug,armor/handitems,0,photo/armor60/mugsleftmug.gif,0,Obtained in mug's mug contest 2007 Special Info: 0
mug's right mug,armor/handitems,0,photo/armor60/mugsrightmug.gif,0,Obtained in mug's mug contest 2007 Special Info: 0
mug's Sam left mug,armor/handitems,0,photo/armor60/mugsleftmug.gif,0,Obtained in mug's mug contest 2007 Special Info: 0
Mugoun demon staff,weapons/spears,0,photo/weapons60/demonstaff.gif,None,Tree of Reflections Event - Yuri 82
Mul Sae Fan,weapons/fans,0,,None,Gogoon Fan Quest
Mystic buckler,armor/shields,0,photo/armor60/mysticbuckler.gif,Bonded,"Requires: Scroll of defense, Sa san blood, 500 Ri shards, 250 Xi shards, 100 Zen shards, 384,000 Coins Special Info: Bonded"
Mystic JiPanEe Tai,weapons/spears,0,photo/weapons60/jipaneetai.gif,None,Event
Mystic JiPanEe Xun,weapons/spears,0,photo/weapons60/jipaneexun.gif,None,Event
Mysticism ward,armor/shields,0,photo/armor60/mysticismward.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Mythic sabre,weapons/swords,0,photo/weapons60/mythicsabre.gif,Dropped by Creatures during the Nagnag Mythic Wars and other Nagnag events.,Event
Naerida demon staff,weapons/spears,0,photo/weapons60/demonstaff.gif,None,Tree of Reflections Event - Yuri 82
Nagnag bow,weapons/bows,0,,Breaks on Death,Nagnang Invasion Event
Nagnag dagger,weapons/swords,0,photo/weapons60/steeldagger.gif,Breaks on Death,Nagnang Invasion Event
Nagnag gown,armor/coataccessory,0,photo/armor60/nagnaggown.gif,"Used to have +2AC when it was an armor, but since it became a coat in november 2012 it lost defensive stats.","Aquired during Nagnag Armor Supply Event back in Yuri 40 Special Info: Used to have +2AC when it was an armor, but since it became a coat in november 2012 it lost defensive stats."
Nagnag robes,armor/coataccessory,0,photo/armor60/nagnagrobes.gif,"Used to have +2AC when it was an armor, but since it became a coat in november 2012 it lost defensive stats.","Aquired during Nagnag Armor Supply Event back in Yuri 40 Special Info: Used to have +2AC when it was an armor, but since it became a coat in november 2012 it lost defensive stats."
Nagnag saber,weapons/swords,0,photo/weapons60/steelthorn.gif,Breaks on Death,Nagnang Invasion Event
Nagnag spear,weapons/spears,0,photo/weapons60/bekyunsspear.gif,Breaks on Death,Nagnang Invasion Event
Nagnang Army Uniform,armor/coataccessory|armor/coataccessory,0,photo/armor60/nagnanguniformmale.gif,Uniform to identify soldiers of Nagnang,"Nagnang soldiers can purchase after obtaining the mark ""Soldier of Nagnang"" Special Info: Uniform to identify soldiers of Nagnang"
Nagnang key,items/keys,0,photo/items60/ironkey.gif,,None
Nagnang Medal of Bravery,armor/handitems,0,photo/armor60/nagnangmedalofbravery.gif,,Special Info:
Nagnang Medal of Honor,armor/handitems,0,photo/armor60/nagnangmedalofhonor.gif,,Special Info:
Nagnang Medal of Valor,armor/handitems,0,photo/armor60/nagnangmedalofvalor.gif,,Special Info:
Nagnang shield,armor/shields,0,photo/armor60/nagnangshield.gif,Break on Death,Warrior Nagnang Quest Special Info: Break on Death
Namu Sae Fan,weapons/fans,0,,None,Gogoon Fan Quest
Nascent Acrimony,weapons/swords,0,photo/weapons60/nescentdagger.gif,Break on Death,Asmodi gives you a dagger
Nascent Animus,weapons/swords,0,photo/weapons60/nescentdagger.gif,Break on Death,Asmodi gives you a dagger
Nascent enmity,weapons/swords,0,photo/weapons60/nescentdagger.gif,Break on Death,Asmodi gives you a dagger
Nascent malice,weapons/swords,0,photo/weapons60/nescentdagger.gif,Break on Death,Asmodi gives you a dagger
Nascent Spite,weapons/swords,0,photo/weapons60/nescentdagger.gif,Break on Death,Asmodi gives you a dagger
Nature charm,armor/shields,0,photo/armor60/soulcharm.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
New bone charm,armor/vortexhand|armor/vortexitems,0,photo/armor60/bonecharm.gif,Hunter Cave,Ravage Special Info: Hunter Cave
New claw,armor/vortexhand|armor/vortexitems,0,photo/armor60/claw.gif,Water Cave,Crab duke Special Info: Water Cave
New daemon heart,armor/vortexhand|armor/vortexitems,0,photo/armor60/daemonheart.gif,Wind Cave,Zibong's mask Special Info: Wind Cave
New hand drum,armor/vortexhand|armor/vortexitems,0,photo/armor60/handdrum.gif,Hillman Cave,Kamalattee Special Info: Hillman Cave
New luck amulet,armor/vortexhand|armor/vortexitems,0,photo/armor60/luckamulet.gif,Assassin Cave,Ghaleb Special Info: Assassin Cave
New lurid eye,armor/vortexhand|armor/vortexitems,0,photo/armor60/lurideye.gif,Dread Cave,Water wizard Special Info: Dread Cave
New magus scroll,armor/vortexhand|armor/vortexitems,0,photo/armor60/magusscroll.gif,Magus Cave,Enchanted sorcerer Special Info: Magus Cave
New Moon dagger,weapons/swords,0,photo/weapons60/moondagger.gif,BREAK ON DEATH,"2017 Halloween Event ""Changmu town"""
New mystic herb,armor/vortexhand|armor/vortexitems,0,photo/armor60/mysticherb.gif,Earth Cave,Water elemental Special Info: Earth Cave
New occult sphere,armor/vortexhand|armor/vortexitems,0,photo/armor60/occultsphere.gif,Shadow Cave,Fatal ninja Special Info: Shadow Cave
New royal seal,armor/vortexhand|armor/vortexitems,0,photo/armor60/royalseal.gif,Bandit Cave,Mad king Special Info: Bandit Cave
New spirit mask,armor/vortexhand|armor/vortexitems,0,photo/armor60/spiritmask.gif,Anchorite Cave,Jaded Enchantress Special Info: Anchorite Cave
New steel bracelet,armor/vortexhand|armor/vortexitems,0,photo/armor60/steelbracelet.gif,Gray hand Cave,Bal bloodlust Special Info: Gray hand Cave
Night cambium,armor/subaccessory,0,photo/armor60/nightcambium.gif,Used by Rogues and Warriors,Ice Dungeon 2009 Special Info: Used by Rogues and Warriors
Night diamond,armor/subaccessory,0,photo/armor60/nightdiamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
Night medullary,armor/subaccessory,0,photo/armor60/nightmedullary.gif,Used by Mages and Poets,Ice Dungeon 2009 Special Info: Used by Mages and Poets
Night sarong,armor/coataccessory,0,photo/armor60/nightsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Night sarong slippers,armor/subaccessory,0,photo/armor60/nightsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Nimble blade,weapons/swords,0,photo/weapons60/nimbleblade.gif,"Bonded / Unrepairable, NPC Subpath Level 99 Members","Say ""Kimesh"" to Hausson Smith"
Ninja Lance,weapons/spears,0,photo/weapons60/ninjalance.gif,Break on Death,Lost Mines Event - Hyul 27
Niphetos fan,weapons/fans,0,,None,"Sept. 11, 2002 Event"
Nngh'Zan's Fang,weapons/swords,0,photo/weapons60/nnghzansfang.gif,,Dropped by Nngh'Zan
Noble Kagum Huan,weapons/swords,0,photo/weapons60/kagumhuan.gif,None,Side with General HanXin against the pirates
Noble Kagum Xu,weapons/swords,0,photo/weapons60/kagumxu.gif,None,Pirate Event 2007
Noble shield,armor/shields,0,photo/armor60/nobleshield.gif,Bonded,"Requires: Sa san spike, Tall shield, 500 Ri shards, 250 Xi shards, 100 Zen shards, 384,000 Coins Special Info: Bonded"
Noble tag,armor/handitems,0,photo/armor60/nobletag.gif,Break on Death,None Special Info: Break on Death
Noodles,items/crafts|items/vita,0,photo/items60/noodles.gif,,None
Novice sword,weapons/swords,0,photo/weapons60/steeldagger.gif,None,Tangun Quest
Nurse cap,armor/subaccessory,0,photo/armor60/nursecap.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Nurse gown,armor/coataccessory,0,photo/armor60/nursegown.gif,Temporary item that can be worn during April Fools' events,Spawns on floor during April's fools events Special Info: Temporary item that can be worn during April Fools' events
Nyalmot wings,armor/subaccessory,0,photo/armor60/nyalmotwings.gif,Dropped by Nyalmot in Mupa's Lair,Ice Dungeon 2009 Special Info: Dropped by Nyalmot in Mupa's Lair
O snap bow,weapons/bows,0,,None,Costs 60 Elixir tokens
Obscure Jingum Jian,weapons/swords,0,photo/weapons60/jingumjian.gif,None,Side with the Pirates against Han
Obscure Jingum Xie,weapons/swords,0,photo/weapons60/jingumxie.gif,None,Event
Obsidian,items/shop,0,photo/items60/mica.gif,,G'oh Shopkeepers
Ocean malong,armor/coataccessory,0,photo/armor60/oceanmalong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Ocean malong shoes,armor/subaccessory,0,photo/armor60/oceanmalongshoes.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Ogre cider,items/mana|items/shop,0,photo/items60/brew.gif,,"Home of Ugh, Hamgyong nam-do"
Ogre drought,items/mana|items/shop,0,photo/items60/brew.gif,,"Home of Ugh, Hamgyong nam-do"
Okssen demon staff,weapons/spears,0,photo/weapons60/demonstaff.gif,None,Tree of Reflections Event - Yuri 82
Old bone charm,armor/vortexhand|armor/vortexitems,0,photo/armor60/bonecharm.gif,Hunter Cave,Ravage Special Info: Hunter Cave
Old claw,armor/vortexhand|armor/vortexitems,0,photo/armor60/claw.gif,Water Cave,Crab duke Special Info: Water Cave
Old daemon heart,armor/vortexhand|armor/vortexitems,0,photo/armor60/daemonheart.gif,Wind Cave,Zibong's mask Special Info: Wind Cave
Old hand drum,armor/vortexhand|armor/vortexitems,0,photo/armor60/handdrum.gif,Hillman Cave,Kamalattee Special Info: Hillman Cave
Old luck amulet,armor/vortexhand|armor/vortexitems,0,photo/armor60/luckamulet.gif,Assassin Cave,Ghaleb Special Info: Assassin Cave
Old lurid eye,armor/vortexhand|armor/vortexitems,0,photo/armor60/lurideye.gif,Dread Cave,Water wizard Special Info: Dread Cave
Old magus scroll,armor/vortexhand|armor/vortexitems,0,photo/armor60/magusscroll.gif,Magus Cave,Enchanted sorcerer Special Info: Magus Cave
Old mystic herb,armor/vortexhand|armor/vortexitems,0,photo/armor60/mysticherb.gif,Earth Cave,Water elemental Special Info: Earth Cave
Old occult sphere,armor/vortexhand|armor/vortexitems,0,photo/armor60/occultsphere.gif,Shadow Cave,Fatal ninja Special Info: Shadow Cave
Old poppy,items/other,0,photo/items60/oldpoppy.gif,,Created by Druids
Old royal seal,armor/vortexhand|armor/vortexitems,0,photo/armor60/royalseal.gif,Bandit Cave,Mad king Special Info: Bandit Cave
Old spirit mask,armor/vortexhand|armor/vortexitems,0,photo/armor60/spiritmask.gif,Anchorite Cave,Jaded Enchantress Special Info: Anchorite Cave
Old steel bracelet,armor/vortexhand|armor/vortexitems,0,photo/armor60/steelbracelet.gif,Gray hand Cave,Bal bloodlust Special Info: Gray hand Cave
Onyx shard,items/events|items/mana|items/rocks,0,photo/items60/onyxshard.gif,,The Shattering Event
Ornate JangChang Chun,weapons/spears,0,photo/weapons60/jangchangchun.gif,None,Event
Ornate JangChang Kui,weapons/spears,0,photo/weapons60/jangchangkui.gif,None,Event
Palest pink fan,weapons/fans,0,,None,"Sept. 11, 2002 Event"
Papaya batik shirt,armor/coataccessory,0,photo/armor60/papayabatikshirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Paradise batik shirt,armor/coataccessory,0,photo/armor60/paradisebatikshirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Parakeet malong,armor/coataccessory,0,photo/armor60/parakeetmalong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Parakeet malong shoes,armor/subaccessory,0,photo/armor60/parakeetmalongshoes.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Parakeet sarong,armor/coataccessory,0,photo/armor60/parakeetsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Parakeet sarong slippers,armor/subaccessory,0,photo/armor60/parakeetsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Parrot batik shirt,armor/coataccessory,0,photo/armor60/parrotbatikshirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Parrot sarong,armor/coataccessory,0,photo/armor60/parrotsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Parrot sarong slippers,armor/subaccessory,0,photo/armor60/parrotsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Pawn,armor/headitems,0,photo/armor60/pawn.gif,None,None Special Info: None
Peach kinkotot,armor/peasantarmor,0,photo/armor60/peachkinkotot.gif,Bonded (unbonded rare),King Yuri's Ball Special Info: Bonded (unbonded rare)
Pearl charm,armor/headitems,0,photo/armor60/pearlcharm.gif,Break on Death,Horse Item Boss Special Info: Break on Death
Peas,items/crafts|items/vita,0,photo/items60/peas.gif,,None
Peasant clothes,armor/peasantarmor,0,photo/armor60/peasantclothes.gif,None,Seams Special Info: None
Pegasus fan,weapons/fans,0,,None,"Sept. 11, 2002 Event"
Penny,items/other,0,photo/items60/penny.gif,,None
Pennyroll,items/other,0,photo/items60/pennyroll.gif,,None
Perseverance,armor/handitems,0,photo/armor60/perseverance.gif,Bonded / Unrepairable,Muse Special Info: Bonded / Unrepairable
Persimmon sarong,armor/coataccessory,0,photo/armor60/persimmonsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Persimmon sarong slippers,armor/subaccessory,0,photo/armor60/persimmonsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
